occurrence_id,species,countryCode,location,source,longitude,latitude,tas_mean_c,prec_mean_annual,elevation_m
49,Vespa crabro,NA,"Provincia di Frosinone, Italia",inat,13.01,41.78,14.649999999999975,68.84615384615384,245
50,Vespa crabro,NL,NA,gbif,6.85,52.3,10.773076923076928,64,23
51,Vespa crabro,NA,"91540 Fontenay-le-Vicomte, France",inat,2.4,48.55,12.526923076923085,52.84615384615385,67
52,Vespa crabro,SK,NA,gbif,21.24,48.99,9.442307692307793,60.76923076923077,273
53,Vespa crabro,DK,NA,gbif,12.35,55.75,9.296153846153857,50,29
54,Vespa crabro,NL,NA,gbif,5.95,51.95,11.019230769230774,64.92307692307692,9
55,Vespa crabro,NL,NA,gbif,6.2,52.2,10.811538461538532,65.15384615384616,8
56,Vespa crabro,NL,NA,gbif,6.6,52.35,10.765384615384676,63.76923076923077,10
57,Vespa crabro,NL,NA,gbif,6.75,52.25,10.826923076923094,62.69230769230769,18
58,Vespa crabro,NL,NA,gbif,4.9,52.35,10.903846153846189,79,5
59,Vespa crabro,NA,德国明斯特邮政编码: 48,inat,7.59,51.94,10.880769230769204,63.23076923076923,63
60,Vespa crabro,DE,NA,gbif,7.53,51.92,10.826923076923094,64.15384615384616,68
61,Vespa crabro,NL,NA,gbif,5.7,51.95,11.02692307692314,67.6923076923077,9
62,Vespa crabro,CZ,NA,gbif,14.41,50.08,10.319230769230783,46.84615384615385,227
63,Vespa crabro,DE,NA,gbif,6.17,50.75,10.357692307692332,64.46153846153847,243
64,Vespa crabro,NA,"Gotland, SE-GT, SE",inat,18.31,57.57,8.703846153846143,43.92307692307692,64
65,Vespa crabro,NL,NA,gbif,6.05,51.25,11.480769230769283,54.69230769230769,25
66,Vespa crabro,NA,"Casarabonela, Casarabonela, Málaga, ES",inat,-4.84,36.78,16.434615384615427,66.61538461538461,600
67,Vespa crabro,NA,"Ranica Europa 4, 24020 Ranica BG, Italia",inat,9.71,45.73,12.642307692307725,102.76923076923076,376
68,Vespa crabro,DE,NA,gbif,7.42,51.89,10.873076923076953,63.69230769230769,65
69,Vespa crabro,NL,NA,gbif,5.35,51.7,11.157692307692344,64.15384615384616,4
70,Vespa crabro,NL,NA,gbif,5.2,52.2,10.85000000000008,74.38461538461539,11
71,Vespa crabro,NL,NA,gbif,5.25,51.8,NA,NA,3
72,Vespa crabro,AT,NA,gbif,16.14,47.14,10.26538461538462,68.6923076923077,294
73,Vespa crabro,DE,NA,gbif,6.16,50.86,10.91923076923075,63.07692307692308,167
74,Vespa crabro,NA,"4260 Bled, Slovenia",inat,14.09,46.36,10.150000000000034,137.07692307692307,539
75,Vespa crabro,AT,NA,gbif,15.44,47.07,9.819230769230783,72.84615384615384,362
76,Vespa crabro,NA,"Rives Dervoises, Grand Est, FR",inat,4.77,48.53,12.17307692307702,67.3076923076923,133
77,Vespa crabro,NA,"Des Natur-and Geopark Mëllerdall, Steinborn, Distrikt Luxemburg, LU",inat,6.24,49.77,10.019230769230774,66.46153846153847,340
78,Vespa crabro,NL,NA,gbif,6.55,53.2,10.188461538461524,72.6923076923077,1
79,Vespa crabro,GB,NA,gbif,-5.09,50.29,11.311538461538532,99.15384615384616,67
80,Vespa crabro,NL,NA,gbif,7.1,52.9,10.319230769230842,69.6923076923077,8
81,Vespa crabro,DE,NA,gbif,10.51,52.28,10.44230769230768,45.07692307692308,72
82,Vespa crabro,NA,"38 Braunschweig-Wabe-Schunter-Beberbach, Deutschland",inat,10.59,52.27,10.357692307692332,44.23076923076923,83
83,Vespa crabro,NA,"Modena, Emilia-Romagna, Italy",inat,10.94,44.26,11.057692307692378,62.15384615384615,788
84,Vespa crabro,DE,NA,gbif,9.48,51.33,10.003846153846212,44.38461538461539,168
85,Vespa crabro,GB,NA,gbif,-1.19,54.13,9.557692307692378,65.92307692307692,60
86,Vespa crabro,NA,"P6FV+CM Toll dels Sabaters, 43560, Tarragona, Espanya",inat,0.25,40.72,12.919230769230808,90.84615384615384,850
87,Vespa crabro,GB,NA,gbif,-1.05,51.12,10.173076923076962,89.07692307692308,193
88,Vespa crabro,DE,NA,gbif,8.47,48.9,10.796153846153857,69.23076923076923,304
89,Vespa crabro,AT,NA,gbif,10.57,47.15,8.55769230769232,71.84615384615384,1053
90,Vespa crabro,DE,NA,gbif,8.23,50.08,11.06538461538463,42.07692307692308,160
91,Vespa crabro,NA,Brown Moss,inat,-2.65,52.95,9.888461538461511,81,106
92,Vespa crabro,DE,NA,gbif,7.23,51,10.457692307692357,77.38461538461539,208
93,Vespa crabro,NA,"Hostivice, Česko",inat,14.25,50.07,9.42692307692306,50.69230769230769,374
94,Vespa crabro,NA,"Granada, España",inat,-3.55,37.26,12.18846153846158,53.69230769230769,1289
95,Vespa crabro,CZ,NA,gbif,16.74,48.77,10.665384615384651,50.69230769230769,189
96,Vespa crabro,DE,NA,gbif,8.27,48.97,12.050000000000068,59.07692307692308,108
97,Vespa crabro,NA,"Кам'янець-Подільський район, Хмельницька область, Україна",inat,26.79,48.63,10.434615384615428,46.30769230769231,207
98,Vespa crabro,NA,"8522 Groß St. Florian, Österreich",inat,15.33,46.81,10.04230769230776,80.53846153846153,339
99,Vespa crabro,ES,NA,gbif,-0.57,39.91,15.357692307692332,48.69230769230769,539
100,Vespa crabro,GB,NA,gbif,-2.82,53.59,10.334615384615404,95.92307692307692,26
101,Vespa crabro,NA,"Gödöllő, Magyarország",inat,19.36,47.6,10.68846153846158,50.61538461538461,215
102,Vespa crabro,NA,"10612 Jerte, Cáceres, España",inat,-5.77,40.21,14.865384615384698,92.76923076923076,799
103,Vespa crabro,DE,NA,gbif,9.49,51.3,10.173076923076906,43.53846153846154,159
104,Vespa crabro,NL,NA,gbif,5.6,51.4,11.357692307692332,57.38461538461539,24
105,Vespa crabro,AT,NA,gbif,15.45,47.09,9.588461538461615,73,418
106,Vespa crabro,NL,NA,gbif,5.4,51.85,11.06538461538463,66.3076923076923,4
107,Vespa crabro,AT,NA,gbif,15.87,46.82,10.21153846153851,71.23076923076923,275
108,Vespa crabro,DE,NA,gbif,8.6,53.59,10.203846153846143,64.6923076923077,6
109,Vespa crabro,NA,"Poljica, Hrvatska",inat,15.26,44.21,15.457692307692298,104.3076923076923,20
110,Vespa crabro,DE,NA,gbif,9.96,51.52,9.53461538461545,55.76923076923077,192
111,Vespa crabro,DE,NA,gbif,8.59,52.16,10.442307692307736,62.07692307692308,91
112,Vespa crabro,NA,"Chránená Krajinná Oblasť Dunajské luhy, Bratislava V, Bratislavský kraj, SK",inat,17.18,48.05,11.165384615384651,54.07692307692308,130
113,Vespa crabro,NL,NA,gbif,3.7,51.6,11.503846153846156,72.15384615384616,1
114,Vespa crabro,NL,NA,gbif,5.9,51.85,11.08846153846156,63.61538461538461,16
115,Vespa crabro,NA,"Segovia, España",inat,-3.71,41.11,10.83461538461529,59.84615384615385,1320
116,Vespa crabro,NL,NA,gbif,4,51.4,11.426923076923115,65.07692307692308,-3
117,Vespa crabro,CZ,NA,gbif,16.62,49.18,9.996153846153844,53.38461538461539,201
118,Vespa crabro,DE,NA,gbif,7.73,51.51,10.403846153846189,70.76923076923077,170
119,Vespa crabro,NA,"Rissener Ufer, Hamburg, Hamburg, DE",inat,9.75,53.56,10.18846153846158,60.53846153846154,-13
120,Vespa crabro,NA,"11310 Saissac, France",inat,2.17,43.41,11.311538461538476,106.23076923076924,718
121,Vespa crabro,AT,NA,gbif,13.06,47.81,9.52692307692314,114.3076923076923,422
122,Vespa crabro,DE,NA,gbif,7.28,50.79,11.496153846153902,62.07692307692308,112
123,Vespa crabro,GB,NA,gbif,-2.63,51.46,10.780769230769296,87.6923076923077,58
124,Vespa crabro,NA,"Higher Lovelynch Barn, Taunton, England, GB",inat,-3.28,51.01,10.54230769230776,98.92307692307692,115
125,Vespa crabro,NA,"79410 Échiré, France",inat,-0.48,46.38,13.326923076923094,73.23076923076923,42
126,Vespa crabro,NL,NA,gbif,5.3,52.35,10.89615384615388,71.3076923076923,-5
127,Vespa crabro,GB,NA,gbif,-2.24,52.34,10.52692307692314,69.84615384615384,56
128,Vespa crabro,NL,NA,gbif,5.85,51.85,11.07307692307694,65.23076923076923,18
129,Vespa crabro,NL,NA,gbif,4.05,51.25,11.419230769230808,62.92307692307692,6
130,Vespa crabro,NO,NA,gbif,8.63,59.49,6.442307692307679,93.53846153846152,229
131,Vespa crabro,NL,NA,gbif,4.5,52.15,11.096153846153868,79.15384615384616,3
132,Vespa crabro,FR,NA,gbif,2.24,49.39,11.657692307692344,49.92307692307692,57
133,Vespa crabro,DE,NA,gbif,7,50.84,11.703846153846143,53,51
134,Vespa crabro,NA,"31020 Sernaglia della Battaglia TV, Italia",inat,12.14,45.86,13.119230769230851,75.53846153846153,105
135,Vespa crabro,GB,NA,gbif,-1.09,53.21,10.011538461538464,61.23076923076923,73
136,Vespa crabro,NA,"80014 Lago Patria NA, Italia",inat,14.03,40.92,17.088461538461615,70.23076923076923,10
137,Vespa crabro,DE,NA,gbif,9.06,48.51,10.626923076923164,53.38461538461539,356
138,Vespa crabro,NL,NA,gbif,4.85,52.05,10.965384615384664,74.07692307692308,-2
139,Vespa crabro,NA,"8141 Unterpremstätten, Österreich",inat,15.4,46.97,9.988461538461593,77.6923076923077,346
140,Vespa crabro,DE,NA,gbif,6.67,49.68,9.41923076923075,75.76923076923077,392
141,Vespa crabro,AT,NA,gbif,16.3,48.39,10.57307692307694,55.30769230769231,243
142,Vespa crabro,NA,"07029 Tempio Pausania SS, Italia",inat,9.13,40.91,14.69615384615389,61.30769230769231,473
143,Vespa crabro,NA,"Laceby, Grimsby, UK",inat,-0.15,53.53,10.050000000000068,55.30769230769231,25
144,Vespa crabro,DE,NA,gbif,7.48,52.28,10.74230769230769,62.92307692307692,40
145,Vespa crabro,DE,NA,gbif,10.06,52.55,10.588461538461615,47.92307692307692,42
146,Vespa crabro,DE,NA,gbif,9.6,54.5,9.55769230769232,63.69230769230769,8
147,Vespa crabro,NA,"Steinberg, Ligist, Styria, AT",inat,15.23,46.98,9.634615384615415,71.53846153846153,441
148,Vespa crabro,NL,NA,gbif,5.15,52.2,10.84230769230777,74.15384615384616,6
149,Vespa crabro,DE,NA,gbif,10.08,53.59,10.08076923076925,58,17
150,Vespa crabro,NA,"Maldon CM9, UK",inat,0.68,51.73,11.07307692307694,49.46153846153846,6
151,Vespa crabro,DE,NA,gbif,6.64,51.85,11.03461538461545,57,32
152,Vespa crabro,DE,NA,gbif,11.62,48.08,9.334615384615404,80.92307692307692,548
153,Vespa crabro,NL,NA,gbif,5.1,52.25,10.873076923076953,73.92307692307692,0
154,Vespa crabro,NL,NA,gbif,5.25,51.95,11.01923076923083,68.53846153846153,2
155,Vespa crabro,NL,NA,gbif,6,52.65,10.642307692307725,67.92307692307692,2
156,Vespa crabro,DE,NA,gbif,7.23,51.22,9.926923076923115,82.6923076923077,296
157,Vespa crabro,NA,"Sultanbeyli, Istanbul, TR",inat,29.26,40.95,14.673076923076962,66.15384615384616,252
158,Vespa crabro,NL,NA,gbif,6,52.4,10.596153846153868,69.46153846153847,31
159,Vespa crabro,PL,NA,gbif,16.93,52.42,9.634615384615415,41.92307692307692,72
160,Vespa crabro,DE,NA,gbif,7.17,50.67,11.54230769230776,50.23076923076923,85
161,Vespa crabro,CH,NA,gbif,8.63,47.71,9.957692307692298,68.6923076923077,475
162,Vespa crabro,NL,NA,gbif,6.4,52.35,10.57307692307694,67.92307692307692,35
163,Vespa crabro,NL,NA,gbif,4.65,52.7,11.05769230769232,81.84615384615384,14
164,Vespa crabro,NL,NA,gbif,5.65,51.7,11.103846153846176,64.92307692307692,22
165,Vespa crabro,DE,NA,gbif,9.36,48.61,10.480769230769283,57.61538461538461,331
166,Vespa crabro,FR,NA,gbif,0.72,49.52,12.126923076923106,64.3076923076923,43
167,Vespa crabro,GB,NA,gbif,-1.31,53.7,9.950000000000044,70.3076923076923,48
168,Vespa crabro,NA,Gerlingen,inat,9.07,48.8,10.473076923076915,53.53846153846154,384
169,Vespa crabro,DE,NA,gbif,8.25,51.96,10.788461538461547,59.53846153846154,67
170,Vespa crabro,NA,"44630 Plessé, France",inat,-1.84,47.54,12.642307692307782,77,34
171,Vespa crabro,NL,NA,gbif,5.35,52.05,10.726923076923129,74.38461538461539,28
172,Vespa crabro,DE,NA,gbif,7.07,49.27,10.71923076923082,73.07692307692308,290
173,Vespa crabro,NL,NA,gbif,3.55,51.45,11.52692307692314,71.15384615384616,-1
174,Vespa crabro,NA,"St Mary's Road, Salisbury, England, GB",inat,-1.81,51.06,10.988461538461593,79.84615384615384,59
175,Vespa crabro,NL,NA,gbif,6.05,52.05,10.67307692307702,70.3076923076923,71
176,Vespa crabro,GB,NA,gbif,-0.45,51.44,11.165384615384651,63.15384615384615,16
177,Vespa crabro,NA,"Richmond, England, GB",inat,-0.29,51.48,11.173076923076906,62.84615384615385,11
178,Vespa crabro,FR,NA,gbif,4.95,43.78,15.465384615384664,35.61538461538461,55
179,Vespa crabro,DE,NA,gbif,7.77,50.09,10.619230769230851,40.30769230769231,239
180,Vespa crabro,DE,NA,gbif,11.58,48.18,9.426923076923115,74.6923076923077,511
181,Vespa crabro,GB,NA,gbif,-1.73,50.97,10.896153846153824,88.61538461538461,87
182,Vespa crabro,NA,"77165 Saint-Soupplets, France",inat,2.79,49.02,11.75,61.76923076923077,126
183,Vespa crabro,GB,NA,gbif,0.41,51.29,10.988461538461593,64.15384615384616,56
184,Vespa crabro,NA,"Colle Aperto fr.4, 24129 Bergamo BG, Italia",inat,9.66,45.71,12.75,99.53846153846152,315
185,Vespa crabro,NA,"Laren, North Holland, NL",inat,5.21,52.24,10.83461538461546,74.3076923076923,12
186,Vespa crabro,NL,NA,gbif,3.85,51.2,11.434615384615428,61.69230769230769,5
187,Vespa crabro,NO,NA,gbif,10.47,60.3,5.696153846153891,95.76923076923076,349
188,Vespa crabro,NA,"Navajas, Navajas, Castellón, ES",inat,-0.5,39.88,15.573076923076997,45.46153846153846,430
189,Vespa crabro,BE,NA,gbif,3.73,51.05,11.39615384615388,59.15384615384615,9
190,Vespa crabro,NL,NA,gbif,4.7,51.8,11.111538461538489,71.92307692307692,0
191,Vespa crabro,NA,"Mauer, 1230 Wien, Österreich",inat,16.25,48.15,10.273076923076928,56.38461538461539,304
192,Vespa crabro,FR,NA,gbif,0.85,49.41,12.08076923076925,60.61538461538461,20
193,Vespa crabro,NL,NA,gbif,6.75,52.95,10.134615384615415,73.84615384615384,24
194,Vespa crabro,DE,NA,gbif,10.07,52.18,10.357692307692275,50,99
195,Vespa crabro,NL,NA,gbif,6.8,52.4,10.688461538461638,65.84615384615384,20
196,Vespa crabro,FR,NA,gbif,0.26,48,12.550000000000011,58.69230769230769,69
197,Vespa crabro,NL,NA,gbif,5.25,51.55,11.21923076923082,61.15384615384615,11
198,Vespa crabro,DE,NA,gbif,7.56,50.77,10.088461538461615,72.15384615384616,235
199,Vespa crabro,NL,NA,gbif,4.85,51.6,11.211538461538453,68.61538461538461,7
200,Vespa crabro,NA,Muiden,inat,5.07,52.36,10.873076923076953,74.53846153846153,-1
201,Vespa crabro,DE,NA,gbif,12.1,49,9.503846153846156,52,366
202,Vespa crabro,FR,NA,gbif,1.8,46.36,12.357692307692332,68.84615384615384,288
203,Vespa crabro,DE,NA,gbif,7.07,51.1,10.873076923077008,80.6923076923077,153
204,Vespa crabro,IT,NA,gbif,9.26,45.53,13.742307692307804,87.23076923076923,140
205,Vespa crabro,NL,NA,gbif,5.1,52.2,10.903846153846189,73.46153846153847,-2
206,Vespa crabro,NL,NA,gbif,5.5,51.95,11.01923076923083,67.92307692307692,2
207,Vespa crabro,NA,"Location: 50.849777, -1.886388",inat,-1.89,50.85,11.373076923076953,82.15384615384616,29
208,Vespa crabro,NA,"Weiler-la-Tour, Luxembourg",inat,6.19,49.54,10.488461538461593,64.23076923076923,274
209,Vespa crabro,NA,"Бёблинген, Германия",inat,9,48.67,9.626923076923106,57.46153846153846,463
210,Vespa crabro,DE,NA,gbif,13.33,52.48,10.434615384615428,40.46153846153846,46
211,Vespa crabro,NL,NA,gbif,3.9,51.45,11.465384615384664,65.61538461538461,-2
212,Vespa crabro,NL,NA,gbif,4.5,52.3,11.134615384615415,86.23076923076923,8
213,Vespa crabro,LU,NA,gbif,6.36,49.5,11.219230769230762,63.84615384615385,187
214,Vespa crabro,ES,NA,gbif,-6.31,43.27,12.480769230769226,113.53846153846152,651
215,Vespa crabro,NL,NA,gbif,3.75,51.3,11.473076923076915,64.38461538461539,1
216,Vespa crabro,FR,NA,gbif,5.87,45.6,13.06538461538463,96.3076923076923,296
217,Vespa crabro,NL,NA,gbif,5.35,52.15,10.88846153846157,71.84615384615384,9
218,Vespa crabro,DE,NA,gbif,9.03,48.93,11.142307692307725,52.15384615384615,260
219,Vespa crabro,NL,NA,gbif,6.25,52.25,10.788461538461604,64.38461538461539,8
220,Vespa crabro,NA,"83380 Roquebrune-sur-Argens, France",inat,6.69,43.35,16.419230769230808,61,73
221,Vespa crabro,DE,NA,gbif,10.49,49.53,10.050000000000068,47.84615384615385,305
222,Vespa crabro,NA,"Lincolnshire, UK",inat,-0.25,52.66,10.611538461538544,55.76923076923077,5
223,Vespa crabro,FR,NA,gbif,2.78,48.65,12.39615384615388,56.07692307692308,88
224,Vespa crabro,NA,"Nauen-Brieselang-Krämer, Falkensee, Brandenburg, DE",inat,13.12,52.57,10.450000000000044,40.30769230769231,33
225,Vespa crabro,NA,"Poppendorf, Österreich",inat,15.86,46.87,10.080769230769306,72.38461538461539,325
226,Vespa crabro,NA,"L517, Seckau, Steiermark, AT",inat,14.77,47.28,6.88846153846157,77.6923076923077,939
227,Vespa crabro,NL,NA,gbif,5.9,51.95,11.011538461538464,65.61538461538461,6
228,Vespa crabro,NL,NA,gbif,6.5,53.15,10.196153846153834,72.15384615384616,-1
229,Vespa crabro,NL,NA,gbif,6.05,52.2,10.819230769230842,65,7
230,Vespa crabro,CZ,NA,gbif,16.3,50.49,7.1038461538461775,81,699
231,Vespa crabro,DE,NA,gbif,7.01,50.72,11.06538461538463,49.92307692307692,117
232,Vespa crabro,NA,"Malemort-du-Comtat, Frankreich",inat,5.16,44.02,14.38076923076926,49,236
233,Vespa crabro,NL,NA,gbif,6.2,52.25,10.788461538461604,64.92307692307692,7
234,Vespa crabro,DE,NA,gbif,7.48,52.27,10.75,63.30769230769231,39
235,Vespa crabro,NL,NA,gbif,6.2,52.75,10.519230769230774,69.92307692307692,-1
236,Vespa crabro,NL,NA,gbif,5.95,51.95,NA,NA,9
237,Vespa crabro,NA,"Jennersdorf, Österreich",inat,16.16,46.96,10.23461538461538,66.76923076923077,288
238,Vespa crabro,DE,NA,gbif,6.89,51.48,11.219230769230762,61.38461538461539,44
239,Vespa crabro,NL,NA,gbif,4,51.25,11.426923076923115,62.92307692307692,3
240,Vespa crabro,NA,"Sicklinghall, Wetherby LS22 4BB, UK",inat,-1.44,53.92,9.588461538461615,75.61538461538461,58
241,Vespa crabro,AT,NA,gbif,16.38,48.19,10.857692307692332,55,201
242,Vespa crabro,DE,NA,gbif,13.42,52.51,10.403846153846246,41,41
243,Vespa crabro,NL,NA,gbif,4.95,52.35,10.903846153846189,77.07692307692308,1
244,Vespa crabro,NA,"1080 Wien, Österreich",inat,16.35,48.21,10.834615384615404,53.46153846153846,192
245,Vespa crabro,AT,NA,gbif,13.21,47.43,9.173076923076962,97.6923076923077,631
246,Vespa crabro,NA,"München-Pasing-Obermenzing, Deutschland",inat,11.46,48.16,9.403846153846189,75.15384615384616,524
247,Vespa crabro,NA,"Utrecht, NL-UT, NL",inat,5.15,52.07,10.919230769230808,72.07692307692308,4
248,Vespa crabro,NA,"4710 Balsthal, Schweiz",inat,7.68,47.32,9.473076923076974,81.15384615384616,657
249,Vespa crabro,HU,NA,gbif,21.67,47.51,11.34230769230777,51.53846153846154,116
250,Vespa crabro,NA,"16792 Zehdenick-Mildenberg, Deutschland",inat,13.31,53.03,9.865384615384642,43.61538461538461,48
251,Vespa crabro,NA,"Whitlingham Great Broad, Norfolk, UK",inat,1.32,52.62,10.657692307692344,57.69230769230769,23
252,Vespa crabro,NA,"Taunton, UK",inat,-3.11,51.02,11.073076923076997,85.6923076923077,22
253,Vespa crabro,NL,NA,gbif,5.15,52.05,10.965384615384664,71.92307692307692,2
254,Vespa crabro,DE,NA,gbif,6.21,51.32,11.303846153846166,54.53846153846154,49
255,Vespa crabro,NL,NA,gbif,6.1,52.5,10.66538461538471,66.92307692307692,2
256,Vespa crabro,NA,"Wanstead Flats, London, 英格兰, GB",inat,0.03,51.56,11.111538461538544,60,21
257,Vespa crabro,DE,NA,gbif,6.95,51.12,11.488461538461593,64.46153846153847,50
258,Vespa crabro,DE,NA,gbif,6.38,51.51,11.257692307692366,54.61538461538461,27
259,Vespa crabro,SE,NA,gbif,12.62,56.84,8.926923076923117,83.23076923076923,26
260,Vespa crabro,PT,NA,gbif,-8.62,39.42,15.842307692307712,51.84615384615385,91
261,Vespa crabro,NL,NA,gbif,6.4,52.1,10.873076923076953,61.38461538461539,17
262,Vespa crabro,NA,"Trnovec, Hrvatska",inat,16.4,46.29,11.434615384615483,77.76923076923077,161
263,Vespa crabro,DE,NA,gbif,8.66,49.47,11.419230769230808,71.76923076923077,188
264,Vespa crabro,DE,NA,gbif,11.62,48.08,NA,NA,548
265,Vespa crabro,NL,NA,gbif,6.8,52.9,10.24230769230769,72.53846153846153,19
266,Vespa crabro,NL,NA,gbif,5.65,52,10.957692307692357,69.3076923076923,9
267,Vespa crabro,NA,"Grodzisk Mazowiecki, Polska",inat,20.62,52.06,9.23461538461538,57.61538461538461,130
268,Vespa crabro,DE,NA,gbif,8.86,53.11,10.365384615384642,53.61538461538461,2
269,Vespa crabro,DE,NA,gbif,7.47,52.05,10.711538461538453,67.07692307692308,81
270,Vespa crabro,NA,"Kwiatkowskiej 01, 81-578 Gdynia, Polska",inat,18.43,54.49,8.434615384615427,47,159
271,Vespa crabro,NL,NA,gbif,3.4,51.35,11.550000000000068,71.15384615384616,2
272,Vespa crabro,NA,"Saint-Vaast-du-Val, Normandie, FR",inat,1,49.68,11.303846153846166,70.07692307692308,144
273,Vespa crabro,DE,NA,gbif,13.4,52.43,10.450000000000044,41,46
274,Vespa crabro,NA,"Castellón, España",inat,0.23,40.52,15.696153846153948,70.76923076923077,313
275,Vespa crabro,NL,NA,gbif,6.6,52,10.911538461538557,59.23076923076923,26
276,Vespa crabro,DE,NA,gbif,8.93,48.48,10.44230769230768,54.15384615384615,394
277,Vespa crabro,NA,"Doua, Lyon, France",inat,4.88,45.78,13.39615384615388,61.69230769230769,181
278,Vespa crabro,DE,NA,gbif,7.6,50.45,10.303846153846166,60.07692307692308,260
279,Vespa crabro,NA,"68300 Saint-Louis, France",inat,7.54,47.61,11.657692307692344,65.38461538461539,242
